,name,rating,department,feedback,school
2231,Celina Herrera,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
2232,Jason Higa,QUALITY3.947 ratings,Zoology,77%,University of Hawaii at Manoa
2233,Ellen-Rae Cachola,QUALITY3.17 ratings,Ethnic Studies,50%,University of Hawaii at Manoa
2234,Nodari  Sitchinava,QUALITY4.79 ratings,Computer Science,100%,University of Hawaii at Manoa
2235,Jillian Janowiak,QUALITY5.010 ratings,Psychology,100%,University of Hawaii at Manoa
2236,Mike Huddleston,QUALITY4.119 ratings,Biology,72%,University of Hawaii at Manoa
2237,Joshua Lazarus,QUALITY5.05 ratings,English,100%,University of Hawaii at Manoa
2238,Ayu Saraswati,QUALITY3.88 ratings,Women's Studies,75%,University of Hawaii at Manoa
2239,Roger Chen,QUALITY4.54 ratings,Engineering,75%,University of Hawaii at Manoa
2240,Henny Hodges,QUALITY4.35 ratings,Nursing,N/A,University of Hawaii at Manoa
2241,Trina Kudlacek,QUALITY3.58 ratings,Women's Studies,60%,University of Hawaii at Manoa
2242,Benjamin Moseley,QUALITY0.00 ratings,History,100%,University of Hawaii at Manoa
2243,Blake Nichols,QUALITY0.00 ratings,Marketing,100%,University of Hawaii at Manoa
2244,Rebecca Stotzer,QUALITY3.33 ratings,Social Work,75%,University of Hawaii at Manoa
2245,Justin Walguarnery,QUALITY3.04 ratings,Science,72%,University of Hawaii at Manoa
2246,George Kent,QUALITY1.912 ratings,Political Science,N/A,University of Hawaii at Manoa
2247,Phillip Ooi,QUALITY3.811 ratings,Engineering,72%,University of Hawaii at Manoa
2248,Sarah Goodson,QUALITY3.310 ratings,English,86%,University of Hawaii at Manoa
2249,William Quam,QUALITY1.73 ratings,Business,0%,University of Hawaii at Manoa
2250,Boo Chun Jung,QUALITY3.941 ratings,Accounting,95%,University of Hawaii at Manoa
2251,Susan Ward,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
2252,My Tran,QUALITY0.00 ratings,Architecture,100%,University of Hawaii at Manoa
2253,Chuang Xu,QUALITY0.00 ratings,Medicine,N/A,University of Hawaii at Manoa
2254,Julie Bennington,QUALITY5.01 ratings,Zoology,100%,University of Hawaii at Manoa
2255,Adam Pang,QUALITY5.01 ratings,Educational Psychology,100%,University of Hawaii at Manoa
2256,Le Lin,QUALITY3.415 ratings,Sociology,70%,University of Hawaii at Manoa
2257,Kristine Santaniello,QUALITY4.120 ratings,Accounting,89%,University of Hawaii at Manoa
2258,Carla Wallingford,QUALITY5.03 ratings,French,100%,University of Hawaii at Manoa
2259,Phoebe Hwang,QUALITY5.01 ratings,Public Health,100%,University of Hawaii at Manoa
2260,Charles Lui,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
2261,Moshe Karabelnik,QUALITY3.05 ratings,Communication,60%,University of Hawaii at Manoa
2262,Chet-Yeng Loong,QUALITY3.116 ratings,Music,N/A,University of Hawaii at Manoa
2263,Kumiko Hashida,QUALITY4.65 ratings,Kinesiology,100%,University of Hawaii at Manoa
2264,David Blon,QUALITY4.36 ratings,Music,N/A,University of Hawaii at Manoa
2265,Hyun Kim,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
2266,Walter Sowden,QUALITY2.01 ratings,Psychology,100%,University of Hawaii at Manoa
2267,Ben Lee,QUALITY1.01 ratings,Architecture,N/A,University of Hawaii at Manoa
2268,Athula Wikramanayake,QUALITY3.65 ratings,Biology,100%,University of Hawaii at Manoa
2269,Doris Masser,QUALITY3.916 ratings,Marketing,63%,University of Hawaii at Manoa
2270,Benito Quintana,QUALITY4.515 ratings,Spanish,100%,University of Hawaii at Manoa
2271,Nancy Kerns,QUALITY2.01 ratings,Music,0%,University of Hawaii at Manoa
2272,Robert Nichols,QUALITY3.56 ratings,Zoology,67%,University of Hawaii at Manoa
2273,Vinod Malholtra,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
2274,Reed Dasenbrock,QUALITY4.54 ratings,English,50%,University of Hawaii at Manoa
2275,Ulla Hasager,QUALITY3.219 ratings,Ethnic Studies,72%,University of Hawaii at Manoa
2276,Valeria Wenderoth,QUALITY4.716 ratings,Italian,N/A,University of Hawaii at Manoa
2277,David Yang,QUALITY3.529 ratings,Accounting,64%,University of Hawaii at Manoa
2278,Eric Firing,QUALITY2.51 ratings,Oceanography,N/A,University of Hawaii at Manoa
2279,Chae Ho Lee,QUALITY4.68 ratings,Graphic Arts,100%,University of Hawaii at Manoa
2280,Diane Yap,QUALITY3.02 ratings,Mathematics,N/A,University of Hawaii at Manoa
2281,Miguel Llora,QUALITY4.840 ratings,American Studies,N/A,University of Hawaii at Manoa
2282,Viil Lid,QUALITY4.38 ratings,Communication,N/A,University of Hawaii at Manoa
2283,Kyoungwon OH,QUALITY2.45 ratings,Japanese,N/A,University of Hawaii at Manoa
2284,Hye Seung Lee,QUALITY5.014 ratings,Korean,100%,University of Hawaii at Manoa
2285,Saundra Schwartz,QUALITY1.829 ratings,History,13%,University of Hawaii at Manoa
2286,Gyu-Ho Shin,QUALITY1.01 ratings,Linguistics,0%,University of Hawaii at Manoa
2287,Xinruo Wang,QUALITY4.25 ratings,Finance,100%,University of Hawaii at Manoa
2288,Tom Apple,QUALITY5.06 ratings,Chemistry,100%,University of Hawaii at Manoa
2289,Noel Kent,QUALITY3.514 ratings,Ethnic Studies,75%,University of Hawaii at Manoa
2290,David Terada,QUALITY0.00 ratings,English,100%,University of Hawaii at Manoa
2291,Kacie Ho,QUALITY5.01 ratings,Science,100%,University of Hawaii at Manoa
2292,Amanda Huynh,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
2293,Francesca Pizarro,QUALITY4.01 ratings,East Asian Lang. amp Literature,100%,University of Hawaii at Manoa
2294,Hsing Wen,QUALITY1.05 ratings,Travel Industry,0%,University of Hawaii at Manoa
2295,Donald / Pui Hang ,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
2296,Uzma Khan,QUALITY4.77 ratings,English,N/A,University of Hawaii at Manoa
2297,Caleb Reichhardt,QUALITY0.00 ratings,Agriculture,N/A,University of Hawaii at Manoa
2298,Greuling Jason,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
2299,Caroline Zuckerman,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
2300,Ava Ladner,QUALITY0.00 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
2301,Zefan Huang,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
2302,Adam Pang,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
2303,Pena Irma,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
2304,Adam Stauffer,QUALITY0.00 ratings,Business,100%,University of Hawaii at Manoa
2305,Jace Siplan,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
2306,Rich Johnson,QUALITY4.53 ratings,Education,100%,University of Hawaii at Manoa
2307,Katherine Kim,QUALITY4.726 ratings,Kinesiology,100%,University of Hawaii at Manoa
2308,Noah Domingo,QUALITY0.00 ratings,Academy for Creative Media,N/A,University of Hawaii at Manoa
2309,Marc Moody,QUALITY0.00 ratings,Academy for Creative Media,N/A,University of Hawaii at Manoa
2310,Vanessa Buchthal,QUALITY0.00 ratings,Public Health,100%,University of Hawaii at Manoa
2311,Ramdas Lamb,QUALITY4.0132 ratings,Religion,66%,University of Hawaii at Manoa
2312,Jessica Cabusog,QUALITY0.00 ratings,Public Health,100%,University of Hawaii at Manoa
2313,Joan Pan,QUALITY0.00 ratings,Geography,100%,University of Hawaii at Manoa
2314,John Robertson,QUALITY5.065 ratings,Mathematics,95%,University of Hawaii at Manoa
2315,Nicole Grove,QUALITY4.17 ratings,Political Science,86%,University of Hawaii at Manoa
2316,Kawehi Lucas,QUALITY2.543 ratings,Hawaiian,24%,University of Hawaii at Manoa
2317,Henrieta Dulaiova,QUALITY3.94 ratings,Geology,67%,University of Hawaii at Manoa
2318,Akea Kahikina,QUALITY5.053 ratings,Hawaiian,100%,University of Hawaii at Manoa
2319,Mahealani Kaneshiro-Pineiro,QUALITY2.214 ratings,Natural Resources,8%,University of Hawaii at Manoa
2320,Yifan  Chen,QUALITY0.00 ratings,Business,100%,University of Hawaii at Manoa
2321,Jingyu Hu,QUALITY5.01 ratings,Medicine,100%,University of Hawaii at Manoa
2322,Anirvan Shukla,QUALITY5.01 ratings,Physics,100%,University of Hawaii at Manoa
2323,Trevor Daines ,QUALITY0.00 ratings,Travel Industry,N/A,University of Hawaii at Manoa
2324,Erin  Wright,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
2325,Tomoko Kato,QUALITY0.00 ratings,Japanese,100%,University of Hawaii at Manoa
2326,Uliana Kostareva,QUALITY2.01 ratings,Nursing,100%,University of Hawaii at Manoa
2327,Steven Smith,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
2328,Christina Higa,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
2329,Kristen Scholly,QUALITY5.01 ratings,Education,100%,University of Hawaii at Manoa
2330,Shelby Mitchell ,QUALITY0.00 ratings,Physics,N/A,University of Hawaii at Manoa
2331,Darren Sana,QUALITY3.33 ratings,Indo-Pacific Languages & Literatures,50%,University of Hawaii at Manoa
2332,Christopher Blasdel,QUALITY3.52 ratings,Music,100%,University of Hawaii at Manoa
2333,Alan Hudson,QUALITY3.01 ratings,Biology,N/A,University of Hawaii at Manoa
2334,Victoria Timmerman,QUALITY5.01 ratings,Education,100%,University of Hawaii at Manoa
2335,Debra Drexler,QUALITY2.655 ratings,Art History,100%,University of Hawaii at Manoa
2336,Nicole Kurashige,QUALITY4.573 ratings,English,91%,University of Hawaii at Manoa
2337,Mark Murphy,QUALITY5.01 ratings,Educational Psychology,100%,University of Hawaii at Manoa
2338,Catherine Pirkle,QUALITY0.00 ratings,Public Health,N/A,University of Hawaii at Manoa
2339,Lane Davey,QUALITY4.65 ratings,English,100%,University of Hawaii at Manoa
2340,William Donahue,QUALITY3.68 ratings,Business,75%,University of Hawaii at Manoa
2341,Ellinor Haglund,QUALITY2.029 ratings,Chemistry,34%,University of Hawaii at Manoa
2342,Holden Takahashi,QUALITY2.01 ratings,History,100%,University of Hawaii at Manoa
2343,Chung Cheng,QUALITY1.01 ratings,Philosophy,N/A,University of Hawaii at Manoa
2344,Marc Lepape,QUALITY4.021 ratings,Communication,50%,University of Hawaii at Manoa
2345,Peter Fuleky,QUALITY4.34 ratings,Economics,100%,University of Hawaii at Manoa
2346,Nadezna Ortega,QUALITY4.01 ratings,Filipino,100%,University of Hawaii at Manoa
2347,Jonita Range,QUALITY4.38 ratings,Nursing,100%,University of Hawaii at Manoa
2348,Rajesh Jha,QUALITY3.839 ratings,Agriculture,62%,University of Hawaii at Manoa
2349,Roxanne Bristol,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
2350,Hamid Pourjalali,QUALITY3.127 ratings,Accounting,50%,University of Hawaii at Manoa
2351,Precious Mae Arao,QUALITY0.00 ratings,Languages,N/A,University of Hawaii at Manoa
2352,Julien Gorbach,QUALITY2.08 ratings,Journalism,38%,University of Hawaii at Manoa
2353,Chuck Lopez,QUALITY5.01 ratings,Business,100%,University of Hawaii at Manoa
2354,Sarah Wiebe,QUALITY4.01 ratings,Political Science,100%,University of Hawaii at Manoa
2355,Patrick Collins,QUALITY1.817 ratings,Mathematics,19%,University of Hawaii at Manoa
2356,Cynthia Scheopner,QUALITY2.03 ratings,Philosophy,50%,University of Hawaii at Manoa
2357,Madeline Spring,QUALITY1.715 ratings,East Asian Lang.  Literature,0%,University of Hawaii at Manoa
2358,Quynh Vo,QUALITY3.69 ratings,English,75%,University of Hawaii at Manoa
2359,Diane Nahl,QUALITY2.58 ratings,Computer Science,0%,University of Hawaii at Manoa
2360,Susanna Still,QUALITY1.815 ratings,Computer Science,0%,University of Hawaii at Manoa
2361,Ingrid Lin,QUALITY2.829 ratings,Travel Industry,50%,University of Hawaii at Manoa
2362,Chung-Ying Cheng,QUALITY2.012 ratings,Philosophy,50%,University of Hawaii at Manoa
2363,Jose (Carlos) Tome,QUALITY4.738 ratings,Spanish,90%,University of Hawaii at Manoa
2364,Monir Zaman,QUALITY3.37 ratings,Mathematics,80%,University of Hawaii at Manoa
2365,Spencer Reemelin,QUALITY3.447 ratings,Spanish,75%,University of Hawaii at Manoa
2366,Julian Hachmeister,QUALITY5.01 ratings,Mathematics,100%,University of Hawaii at Manoa
2367,Pat Gilbert,QUALITY3.112 ratings,Computer Science,N/A,University of Hawaii at Manoa
2368,Jack Moore,QUALITY0.00 ratings,Law,N/A,University of Hawaii at Manoa
2369,James Douglas,QUALITY1.211 ratings,Microbiology,0%,University of Hawaii at Manoa
2370,Ryan Longman,QUALITY4.622 ratings,Geography,100%,University of Hawaii at Manoa
2371,Chuang Xu,QUALITY1.65 ratings,Mathematics,100%,University of Hawaii at Manoa
2372,Elizabeth van Saders,QUALITY0.00 ratings,Astronomy,N/A,University of Hawaii at Manoa
2373,Emiko Taniguchi,QUALITY3.33 ratings,Communicology,34%,University of Hawaii at Manoa
2374,Henry McMahon,QUALITY0.00 ratings,Art History,100%,University of Hawaii at Manoa
2375,Patrick Kirch,QUALITY3.52 ratings,Anthropology,67%,University of Hawaii at Manoa
2376,Kyle Kajihiro,QUALITY4.36 ratings,Geography,100%,University of Hawaii at Manoa
2377,Thomas Hangelbroek,QUALITY4.020 ratings,Mathematics,75%,University of Hawaii at Manoa
2378,Raindrop Wright-Cannon,QUALITY4.213 ratings,English,92%,University of Hawaii at Manoa
2379,Sebastien Bertrand,QUALITY4.04 ratings,Mathematics,91%,University of Hawaii at Manoa
2380,Deborah Merritt,QUALITY2.393 ratings,Health Science,32%,University of Hawaii at Manoa
2381,James Bayman,QUALITY4.547 ratings,Anthropology,100%,University of Hawaii at Manoa
2382,Alaka'i Antonio,QUALITY0.00 ratings,English,100%,University of Hawaii at Manoa
2383,Katie Hinojosa,QUALITY5.02 ratings,Japanese,100%,University of Hawaii at Manoa
2384,Christina Lee,QUALITY5.01 ratings,English,100%,University of Hawaii at Manoa
2385,Jeffrey Romine,QUALITY2.779 ratings,Chemistry,70%,University of Hawaii at Manoa
2386,Daniel Brayton,QUALITY2.8109 ratings,Chemistry,45%,University of Hawaii at Manoa
2387,Siobhán Dhonacha,QUALITY2.311 ratings,Honors,60%,University of Hawaii at Manoa
2388,Carolyn Stephenson,QUALITY2.154 ratings,Political Science,43%,University of Hawaii at Manoa
2389,Jeffrey Boeckman,QUALITY5.01 ratings,Music,N/A,University of Hawaii at Manoa
2390,Marcelo Kobayashi,QUALITY1.450 ratings,Engineering,13%,University of Hawaii at Manoa
2391,Ming Shou,QUALITY3.67 ratings,Finance,86%,University of Hawaii at Manoa
2392,Daniel Rempala,QUALITY4.648 ratings,Psychology,95%,University of Hawaii at Manoa
2393,Stephen Downes,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
2394,Shawn Spangler,QUALITY4.214 ratings,Art History,84%,University of Hawaii at Manoa
2395,Jennifer Van Sanders ,QUALITY0.00 ratings,Physics,100%,University of Hawaii at Manoa
2396,Rosalie Michlot,QUALITY4.01 ratings,Biology,100%,University of Hawaii at Manoa
2397,William Hufen,QUALITY4.99 ratings,Kinesiology,100%,University of Hawaii at Manoa
2398,Eric Mais,QUALITY3.642 ratings,Finance,87%,University of Hawaii at Manoa
2399,Chloe Hasegawa,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
2400,Megan Porter,QUALITY2.744 ratings,Biology,61%,University of Hawaii at Manoa
2401,Ji-Sook Ha,QUALITY0.00 ratings,Medical Technology,N/A,University of Hawaii at Manoa
2402,Sydney  Ludlow,QUALITY5.01 ratings,Languages,100%,University of Hawaii at Manoa
2403,Hee Ra Yoo,QUALITY0.00 ratings,Theater,N/A,University of Hawaii at Manoa
2404,Hee Ra Yoo,QUALITY0.00 ratings,Theatre & Dance,100%,University of Hawaii at Manoa
2405,Ivan  Camino,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
2406,Iljea Lee,QUALITY5.01 ratings,Religion,100%,University of Hawaii at Manoa
2407,Michelle Wimberley,QUALITY1.33 ratings,Kinesiology,0%,University of Hawaii at Manoa
2408,Nelson Danette,QUALITY1.67 ratings,Accounting,100%,University of Hawaii at Manoa
2409,I sak Kim,QUALITY5.011 ratings,Psychology,100%,University of Hawaii at Manoa
2410,Aurelio Agcaoili,QUALITY3.019 ratings,Asian Studies,58%,University of Hawaii at Manoa
2411,Zhi-Yan  Du,QUALITY1.01 ratings,Biochemistry,N/A,University of Hawaii at Manoa
2412,Kayla Watabu,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
2413,Hyoungsu Park,QUALITY5.01 ratings,Engineering,100%,University of Hawaii at Manoa
2414,Eddie  Merc,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
2415,Taylor Brooke Hunter,QUALITY0.00 ratings,Philosophy,100%,University of Hawaii at Manoa
2416,Maluhia Low,QUALITY0.00 ratings,Political Science,100%,University of Hawaii at Manoa
2417,Hugh Chou,QUALITY0.00 ratings,Mathematics,100%,University of Hawaii at Manoa
2418,Ming-Bao Yue,QUALITY3.118 ratings,Women's Studies,34%,University of Hawaii at Manoa
2419,Shoshana Cohen,QUALITY5.09 ratings,Kinesiology,100%,University of Hawaii at Manoa
2420,Lisa Kehl,QUALITY3.67 ratings,Public Health,75%,University of Hawaii at Manoa
2421,Craig Perez,QUALITY5.013 ratings,English,100%,University of Hawaii at Manoa
2422,Jan Prins,QUALITY4.316 ratings,Physical Ed,100%,University of Hawaii at Manoa
2423,Amy Fuller,QUALITY2.655 ratings,Chemistry,75%,University of Hawaii at Manoa
2424,Cynthia Hunter,QUALITY0.00 ratings,Biology,N/A,University of Hawaii at Manoa
2425,Zhiyue Wang,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
2426,Chad Junkermeier,QUALITY0.00 ratings,Physics,100%,University of Hawaii at Manoa
2427,Danny Marfatia,QUALITY1.26 ratings,Physics,0%,University of Hawaii at Manoa
2428,Michael Roberts,QUALITY2.132 ratings,Economics,20%,University of Hawaii at Manoa
2429,Deborah Eason,QUALITY5.01 ratings,Science,100%,University of Hawaii at Manoa
2430,Ami Tsuji-Jones,QUALITY3.52 ratings,Languages,100%,University of Hawaii at Manoa
2431,Wendy Kawabata,QUALITY4.318 ratings,Fine Arts,67%,University of Hawaii at Manoa
2432,Dharm Bhawuk,QUALITY1.851 ratings,Management,14%,University of Hawaii at Manoa
2433,Akta Rao,QUALITY5.06 ratings,Political Science,100%,University of Hawaii at Manoa
2434,Alicia Rozet,QUALITY4.721 ratings,Hawaiian,94%,University of Hawaii at Manoa
2435,Wonbin  Sohn,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
2436,Wonbin Sohn,QUALITY5.01 ratings,Human Resources,100%,University of Hawaii at Manoa
2437,Yun Heacock-Kang,QUALITY0.00 ratings,Microbiology,N/A,University of Hawaii at Manoa
2438,Dolores Black,QUALITY5.01 ratings,English,100%,University of Hawaii at Manoa
2439,Karl-Richard Hennebach,QUALITY4.428 ratings,Kinesiology,100%,University of Hawaii at Manoa
2440, Aurora Kagawa-Viviani,QUALITY0.00 ratings,Geology,N/A,University of Hawaii at Manoa
2441,Samuel  Pooley ,QUALITY4.01 ratings,Economics,100%,University of Hawaii at Manoa
2442,Jose Barzola,QUALITY3.01 ratings,Ethnic Studies,N/A,University of Hawaii at Manoa
2443,John Souza,QUALITY5.01 ratings,Family Studies,100%,University of Hawaii at Manoa
2444,Frances Zhu,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
2445,Babe Kawaii-Bogue,QUALITY4.613 ratings,Social Work,100%,University of Hawaii at Manoa
2446,Robert Littman,QUALITY3.554 ratings,Classics,50%,University of Hawaii at Manoa
2447,Mary Wollen,QUALITY0.00 ratings,Accounting,N/A,University of Hawaii at Manoa
2448,Ataie Niloufar,QUALITY0.00 ratings,Chemistry,100%,University of Hawaii at Manoa
2449,Jenna Macy,QUALITY4.01 ratings,Fine Arts,100%,University of Hawaii at Manoa
2450,Adrian Ricardo Archilla,QUALITY2.735 ratings,Engineering,25%,University of Hawaii at Manoa
2451,Xiaodan Mao-Clark,QUALITY0.00 ratings,Travel Industry,N/A,University of Hawaii at Manoa
2452,Bill Morrison,QUALITY0.00 ratings,Geography,N/A,University of Hawaii at Manoa
2453,David Crellin,QUALITY5.01 ratings,Theater,100%,University of Hawaii at Manoa
2454,Mark Hixon,QUALITY5.01 ratings,Biology,100%,University of Hawaii at Manoa
2455,Suzie Smith,QUALITY0.00 ratings,Marketing,N/A,University of Hawaii at Manoa
2456,Connie Lu,QUALITY1.01 ratings,Finance,N/A,University of Hawaii at Manoa
2457,Jeanne Ng Mei Sien,QUALITY4.226 ratings,Marketing,100%,University of Hawaii at Manoa
